order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,vehicle_state,vehicle_license_plate,store_id,time_fulfilled
YXNF1,15.26,2019-04-29T13:55:43.000Z,2019-04-29T15:59:09.000Z,ZRNML,1BYHY,CA,ODC 645,17KE2,2019-04-29T19:33:23.000Z
B1M0X,2.45,2019-04-29T15:14:07.000Z,2019-04-29T20:21:51.000Z,T2GAE,DX7SM,CA,O58 2NC,WEUEN,2019-04-29T21:56:24.000Z
CX6P5,3.96,2019-04-29T15:31:02.000Z,,QADNH,6RXFG,CA,784-WRT,VHNP8,2019-04-29T22:22:42.000Z
XGO7P,37.62,2019-04-29T19:43:54.000Z,,Q3CNR,AVLMD,CA,2O J5030,BNDY3,2019-04-29T23:57:12.000Z
XC7NA,88.2,2019-04-30T00:03:26.000Z,,PGK5E,Q69AZ,DE,85WH908,J6HSY,2019-04-30T04:09:22.000Z
A5I43,52.98,2019-04-30T00:20:14.000Z,,RNZHO,BRACZ,CA,X91 9NM,6I2R7,2019-04-30T07:56:25.000Z
Y5HDX,94.29,2019-04-30T00:31:49.000Z,,9983C,0CKPE,MA,9K249,1RMXY,2019-04-30T09:27:53.000Z
ZU6K6,56.3,2019-04-30T04:02:35.000Z,2019-04-30T05:14:14.000Z,WETX0,BRACZ,CA,93I S89,6I2R7,2019-04-30T09:55:02.000Z
M1ODX,11.76,2019-04-30T07:37:13.000Z,2019-04-30T11:58:35.000Z,M1GIG,MKTEZ,CA,814-WJW,SYS1U,2019-04-30T15:22:48.000Z
R7N1U,219.01,2019-04-30T08:44:54.000Z,2019-04-30T14:00:59.000Z,9TBC0,8PS1L,SD,D52 5FU,M77DZ,2019-04-30T14:41:19.000Z
QKW9K,251.53,2019-04-30T09:13:52.000Z,,8IUR5,0O0K0,OK,33I TY9,KMJVY,2019-04-30T13:43:08.000Z
OD9KG,24.33,2019-04-30T09:32:47.000Z,,4KG04,GUK5T,CA,MQN 046,FIY4K,2019-04-30T14:54:55.000Z
5U3Q3,39.5,2019-04-30T11:13:05.000Z,2019-04-30T14:27:01.000Z,4ZZW9,58JA4,ME,809 IQL,IY0P9,2019-04-30T16:47:33.000Z
M66WY,28.32,2019-04-30T13:36:24.000Z,2019-04-30T17:12:38.000Z,73M0T,6IKAH,CA,CMV 454,FCR45,2019-04-30T20:02:00.000Z
WS95V,33.38,2019-04-30T15:29:53.000Z,,7UHZ7,FTYNZ,GA,940 ROV,U21FB,2019-04-30T22:55:01.000Z
77CUI,41.29,2019-04-30T17:25:49.000Z,,CJEKJ,LL0J8,CA,QEK-340,NQCTF,2019-05-01T01:25:06.000Z
96Y7B,9.9,2019-04-30T18:17:24.000Z,2019-05-01T00:10:47.000Z,JM7HO,6VW4T,WY,PFG-698,LHSWE,2019-05-01T05:25:24.000Z
88XAX,50.55,2019-04-30T20:26:20.000Z,,GO8B6,1P85K,MD,HMA 346,ZRSN5,2019-05-01T03:54:21.000Z
MSLTS,363.24,2019-04-30T20:46:57.000Z,2019-04-30T22:22:57.000Z,FD1ZM,ZUVG4,CA,PFF 234,YMX4G,2019-04-30T22:55:04.000Z
KO6VF,147.96,2019-04-30T21:59:58.000Z,2019-05-01T02:48:09.000Z,0LH8Q,D9XPV,CA,591 GTU,OL2N6,2019-05-01T06:17:38.000Z
9YXJR,57.36,2019-04-30T22:27:32.000Z,,4DASN,U9CJS,CA,5UYJ 36,SJCSG,2019-05-01T09:06:52.000Z
ZVEA7,8.28,2019-04-30T23:17:38.000Z,,2IKQN,UML0P,WY,ZVR 8971,YPSG5,2019-05-01T04:46:24.000Z
CJAZN,131.3,2019-05-01T00:34:09.000Z,2019-05-01T05:51:11.000Z,DH5Y0,FJ8S4,CA,YQK-795,2ED08,2019-05-01T11:06:07.000Z
AHZWB,126.32,2019-05-01T00:40:56.000Z,,AAU9W,2KFTE,CA,197-QHS,W6J6J,2019-05-01T09:14:27.000Z
ONKUY,44.56,2019-05-01T01:22:40.000Z,,BA57Y,QFT7M,CA,SL8 3403,T5RSD,2019-05-01T09:03:17.000Z
G686E,12.69,2019-05-01T02:09:19.000Z,2019-05-01T07:13:54.000Z,A6NZW,DHT4W,CA,209-ZNO,UYQ5A,2019-05-01T11:54:04.000Z
SOMCY,29.34,2019-05-01T07:43:54.000Z,2019-05-01T09:47:07.000Z,6MAL7,LWBDM,CA,485-LWB,74JM7,2019-05-01T14:50:11.000Z
V4AQO,57.18,2019-05-01T12:00:19.000Z,2019-05-01T16:10:49.000Z,VB9II,TUF4I,CA,029 4736,WBLFY,2019-05-01T16:46:46.000Z
EQZRJ,1.54,2019-05-01T12:44:57.000Z,,HJQ70,FY8SE,CA,74S S80,8L32G,2019-05-01T22:07:40.000Z
TNI25,8.98,2019-05-01T15:47:27.000Z,,RRNM8,V3QGW,CA,3-05456,ZV68L,2019-05-02T02:33:07.000Z
KNLTH,9.96,2019-05-01T17:01:05.000Z,,JGZKI,DVVFS,IA,ZGR 265,0OENH,2019-05-01T18:39:28.000Z
YLRFP,5.64,2019-05-01T17:20:26.000Z,,QJSUP,FQFAD,CA,4JXM928,8J54U,2019-05-01T22:49:47.000Z
OK7C2,14.32,2019-05-01T20:23:54.000Z,,G1ADD,0O0K0,CA,GID-422,KMJVY,2019-05-02T02:47:22.000Z
YU760,8.43,2019-05-01T21:06:19.000Z,2019-05-01T23:39:18.000Z,CS8NJ,UQUWO,CA,WDY-909,XTT7N,2019-05-02T02:24:34.000Z
HL0U9,37.75,2019-05-01T23:32:25.000Z,,URKJS,ZM96J,ME,1ZAQ142,FNET8,2019-05-02T05:37:18.000Z
FM7HQ,15.65,2019-05-02T02:05:19.000Z,,8HSJO,225AC,VA,5RI 184,OQVXB,2019-05-02T08:28:12.000Z
40NU2,21.72,2019-05-02T02:36:10.000Z,,LS35A,KHEJM,OR,AFM-110,UIZ5X,2019-05-02T10:14:30.000Z
W66UZ,20.35,2019-05-02T05:17:27.000Z,,ZM96J,LDP2V,CA,SJY 895,AMT4C,2019-05-02T15:04:09.000Z
IQBZZ,123.83,2019-05-02T08:02:22.000Z,2019-05-02T08:36:21.000Z,W3R67,QI0NH,CA,593-799,OCOLY,2019-05-02T12:42:43.000Z
DU6YT,52.49,2019-05-02T14:43:13.000Z,2019-05-02T20:22:47.000Z,GWP36,QXM28,AK,I74 8MC,VDV4X,2019-05-03T00:25:32.000Z
F5SPT,34.16,2019-05-02T15:46:48.000Z,2019-05-02T16:11:17.000Z,JSTWK,7POXW,VT,L05 3GU,4WSHA,2019-05-02T17:28:31.000Z
A8U6E,3.52,2019-05-02T17:14:20.000Z,,23ASL,U1G0V,VT,NVX 507,FCOVT,2019-05-03T03:11:13.000Z
WBO55,14.8,2019-05-02T17:32:02.000Z,2019-05-02T18:33:52.000Z,EXFX5,97OQ0,CA,2KV6373,XV82A,2019-05-02T19:46:12.000Z
FGDE2,289.1,2019-05-02T19:11:03.000Z,,2OVYA,01D4U,CA,H49 1HY,A6K1H,2019-05-03T04:46:51.000Z
5HRAH,38.8,2019-05-02T21:16:52.000Z,,WMURN,PSRCH,CA,9LC 137,LQNUN,2019-05-03T03:05:11.000Z
5YBW3,54.32,2019-05-02T21:41:19.000Z,2019-05-02T23:15:23.000Z,UMAH4,SNZVZ,RI,7S271,49TNX,2019-05-03T03:18:51.000Z
A4BVG,160.28,2019-05-02T22:11:11.000Z,2019-05-03T02:36:10.000Z,25KJS,XW63S,CA,GKX 479,SEAXT,2019-05-03T07:24:01.000Z
KBXUD,108.84,2019-05-03T00:01:32.000Z,2019-05-03T02:49:55.000Z,NTJ7C,XW63S,CA,SMM2104,SEAXT,2019-05-03T08:26:15.000Z
YMB4Q,41.44,2019-05-03T00:37:43.000Z,,JRGBU,LZHSE,CA,126 HYX,UIZ5X,2019-05-03T10:46:42.000Z
5Q8K9,28.42,2019-05-03T00:42:35.000Z,2019-05-03T01:55:53.000Z,E1NRN,QFT7M,NM,809F,T5RSD,2019-05-03T07:13:01.000Z
HBKUN,37.15,2019-05-03T03:12:36.000Z,,QNBDK,1RBTZ,CA,619 6BO,YMX4G,2019-05-03T08:47:13.000Z
5AN0P,18.65,2019-05-03T04:02:57.000Z,2019-05-03T08:34:21.000Z,ZWPAT,QKT9C,CA,2UM18,F56Z4,2019-05-03T12:27:33.000Z
JAKT3,40.3,2019-05-03T05:44:42.000Z,,FYY7T,3CMJ3,CA,138K,YLPSD,2019-05-03T10:00:59.000Z
KC8E8,117.54,2019-05-03T07:05:10.000Z,2019-05-03T11:11:17.000Z,MUDY0,6WTO6,CA,14QY687,D9GDA,2019-05-03T14:59:46.000Z
N8NNM,69.32,2019-05-03T07:06:08.000Z,2019-05-03T10:33:59.000Z,SPS4B,QFT7M,MN,66-XL72,T5RSD,2019-05-03T12:27:36.000Z
C0G39,46.97,2019-05-03T07:43:55.000Z,,Q30Y6,CNPV2,NV,6T 3703Q,TXYM4,2019-05-03T10:11:18.000Z
ACMEU,8.2,2019-05-03T08:06:48.000Z,,VN5I5,FTYNZ,CA,220 WYL,U21FB,2019-05-03T17:36:20.000Z
B4SYL,45.55,2019-05-03T08:43:15.000Z,,U272F,ECOXA,CA,8YR G21,3II5S,2019-05-03T10:16:50.000Z
5BEY4,40.29,2019-05-03T09:45:51.000Z,2019-05-03T12:29:16.000Z,1V7J6,1N1RG,CA,36T 0910,4SRHC,2019-05-03T13:43:30.000Z
7ER2K,81.16,2019-05-03T10:31:13.000Z,,R2EGR,QEEUO,CA,UHU7242,QTB4W,2019-05-03T16:40:51.000Z
AXORE,40.5,2019-05-03T12:10:37.000Z,,JU71T,8XEJM,CA,709-YCB,WBLFY,2019-05-03T15:38:46.000Z
YB781,64.89,2019-05-03T12:42:05.000Z,2019-05-03T14:44:44.000Z,81ZFI,KY1VR,CA,ZZC-0136,75EWH,2019-05-03T19:22:08.000Z
TKN0T,57.53,2019-05-03T13:29:24.000Z,,JBMUS,Y2A63,CA,1GLA263,Q1LI3,2019-05-03T17:58:59.000Z
RQKA3,143.1,2019-05-03T18:21:47.000Z,2019-05-03T22:02:56.000Z,QMMWD,JX1EP,NH,440 RKZ,TUO27,2019-05-04T02:28:57.000Z
G6P3J,150.39,2019-05-03T19:41:40.000Z,2019-05-04T01:04:39.000Z,DH6TE,KVCPU,CA,MWF 132,6Q67U,2019-05-04T06:02:54.000Z
NUHBA,109.8,2019-05-04T00:45:57.000Z,,GTQ8T,P7GNB,CA,347 9480,TUO27,2019-05-04T07:53:05.000Z
IEVTA,60.72,2019-05-04T03:33:09.000Z,2019-05-04T07:24:37.000Z,ID6IP,KXAQM,CA,48-11562,FFAZF,2019-05-04T12:17:35.000Z
LSEGD,53.35,2019-05-04T04:59:45.000Z,2019-05-04T10:58:22.000Z,CUCQF,V3IKV,AK,YZJ 550,NAX4O,2019-05-04T16:05:32.000Z
D2Y97,16.65,2019-05-04T07:43:29.000Z,2019-05-04T08:54:26.000Z,V0EJL,RDY6D,CA,CF1 8217,XGK64,2019-05-04T14:36:16.000Z
0XFW9,32.85,2019-05-04T08:31:21.000Z,2019-05-04T10:37:22.000Z,D6E8C,IZ7H1,CA,3-08050,CGNL1,2019-05-04T15:37:59.000Z
89CCZ,62.0,2019-05-04T08:38:09.000Z,2019-05-04T08:55:18.000Z,G3QMM,0IBLC,LA,773 FXI,SCPDY,2019-05-04T09:17:09.000Z
J770S,29.52,2019-05-04T10:04:25.000Z,,JRGBU,5WPF8,CA,126 HYX,6DT5L,2019-05-04T13:39:05.000Z
YQJM3,150.55,2019-05-04T10:36:27.000Z,2019-05-04T13:54:31.000Z,D00ZW,OWDJI,CA,4C 2Z0WUS,J3JKM,2019-05-04T17:02:03.000Z
PAAEA,30.0,2019-05-04T13:54:45.000Z,,648Y1,103IX,AZ,197-XIJJ,ZNOFW,2019-05-04T18:59:46.000Z
4OBSM,122.2,2019-05-04T14:42:53.000Z,2019-05-04T19:19:07.000Z,D91PJ,B41K6,AL,392 1MT,6QSXS,2019-05-05T00:44:59.000Z
FCPMK,12.32,2019-05-04T15:19:26.000Z,,Y4QGH,TOC4X,CA,OIL 894,48V79,2019-05-04T18:03:32.000Z
ZXHCE,61.53,2019-05-04T20:19:18.000Z,2019-05-05T01:57:44.000Z,T0L95,QNBDK,ME,68TU3,B5XT7,2019-05-05T05:59:30.000Z
WE99R,27.68,2019-05-04T23:30:21.000Z,2019-05-05T03:11:46.000Z,PW1LD,FGHGJ,CA,KEF-686,70GOX,2019-05-05T06:06:07.000Z
CGG70,152.16,2019-05-05T00:11:20.000Z,2019-05-05T05:11:39.000Z,0RZ60,AR01U,CA,392-DTM,UNGSN,2019-05-05T06:01:32.000Z
LPOUT,32.07,2019-05-05T00:53:57.000Z,2019-05-05T05:56:50.000Z,S9NAO,0Y5OX,VA,ALQ2839,7N4UM,2019-05-05T06:11:36.000Z
BRWAG,44.9,2019-05-05T02:51:13.000Z,,CZXWI,9WWA6,CA,DA 55384,ZS3HF,2019-05-05T12:45:28.000Z
RJFJ4,26.9,2019-05-05T02:53:30.000Z,,36NG4,8NXJS,CA,154 CAC,LJ7HH,2019-05-05T10:40:31.000Z
WKDA0,43.8,2019-05-05T02:55:38.000Z,,PDKZD,OWRTP,CA,9-K8872,HGFPR,2019-05-05T11:41:21.000Z
EAZVF,21.84,2019-05-05T04:49:57.000Z,2019-05-05T05:15:07.000Z,TLRJE,T6YDW,HI,6P K8706,NBO2D,2019-05-05T06:50:21.000Z
LWO13,41.8,2019-05-05T05:11:12.000Z,,FN5MI,6Y9PG,CA,SDI 262,TXYM4,2019-05-05T09:29:48.000Z
FAPA7,7.16,2019-05-05T06:44:38.000Z,2019-05-05T11:12:53.000Z,DAOFJ,YSOY2,ID,09-7382L,QLAQJ,2019-05-05T13:52:29.000Z
5D82E,116.66,2019-05-05T08:31:08.000Z,,0Z4UM,DSV00,NY,701-MSY,13BNE,2019-05-05T13:36:05.000Z
9AASA,51.39,2019-05-05T08:34:58.000Z,2019-05-05T09:13:41.000Z,YMYIK,0FS6I,DE,8TZ 237,2TM62,2019-05-05T10:40:13.000Z
CRAUJ,156.96,2019-05-05T10:48:23.000Z,2019-05-05T11:55:36.000Z,A1O75,4JXAE,CA,4837,9QARD,2019-05-05T12:07:37.000Z
RE16T,30.03,2019-05-05T11:10:08.000Z,2019-05-05T12:03:46.000Z,0TOKI,ZUZ1G,CA,SW5 2841,C7KJY,2019-05-05T15:32:41.000Z
PRUZ8,27.03,2019-05-05T11:17:49.000Z,2019-05-05T15:50:54.000Z,EYNR6,WTJMD,NE,7AM W54,ARS5U,2019-05-05T18:41:26.000Z
VV6RW,32.7,2019-05-05T15:42:18.000Z,2019-05-05T21:01:10.000Z,PM7HN,PNTR7,CA,Q 470756,VF8FD,2019-05-05T22:37:19.000Z
F5QJI,22.6,2019-05-05T15:53:47.000Z,2019-05-05T18:42:52.000Z,3089L,D9EVU,CA,ARG 582,X52OV,2019-05-05T19:05:30.000Z
S1QMT,83.18,2019-05-05T22:41:14.000Z,2019-05-06T00:31:36.000Z,FYWOA,KI7S1,CA,12V•748,CAX0E,2019-05-06T01:33:18.000Z
Z74MY,46.53,2019-05-06T06:15:35.000Z,,JPDG3,A0FJW,MD,1AQ 864,UKKYH,2019-05-06T12:46:31.000Z
FXYGD,21.12,2019-05-06T06:29:22.000Z,,06DA2,OSHBE,MS,906Q,CF4HY,2019-05-06T12:58:08.000Z
2MB5N,130.4,2019-05-06T08:17:48.000Z,,M7IVG,RFPMM,CA,2WTU364,QOJK3,2019-05-06T15:49:38.000Z
LJXIE,22.12,2019-05-06T08:23:45.000Z,2019-05-06T10:16:54.000Z,1PIBE,B1EWB,CA,6FW4538,CR5T7,2019-05-06T14:31:13.000Z
IOP6S,54.63,2019-05-06T09:36:01.000Z,,AKO5N,IMF2R,LA,7Z 25620,JEIY9,2019-05-06T13:34:57.000Z
SOBS9,49.68,2019-05-06T11:20:43.000Z,2019-05-06T12:42:39.000Z,UGK0A,QCU4H,CA,7PB G33,R5Q61,2019-05-06T13:18:01.000Z
NHFUM,193.12,2019-05-06T13:20:12.000Z,,SUBDE,49949,CA,024-QZM,CTAQ0,2019-05-06T15:55:34.000Z
7TERK,13.24,2019-05-06T16:20:09.000Z,2019-05-06T22:20:04.000Z,GMLU5,A24B0,NE,516 GPV,JEIY9,2019-05-07T01:19:17.000Z
CMW2S,71.12,2019-05-06T16:31:05.000Z,2019-05-06T21:33:14.000Z,922YJ,53DQU,CA,4-D2960,UAU1O,2019-05-06T23:08:00.000Z
10B1L,32.75,2019-05-06T17:46:14.000Z,2019-05-06T21:56:42.000Z,BQDW4,WZNB4,MI,ZRC1387,WJ3DD,2019-05-07T03:31:17.000Z
5ZCX4,41.13,2019-05-06T18:40:12.000Z,2019-05-06T20:32:27.000Z,9BIIU,KUGE3,CA,267 TRP,4SRHC,2019-05-06T21:06:15.000Z
DAEBD,41.51,2019-05-06T20:14:56.000Z,,ZPTE4,FABMI,CA,R15-SYD,TBOG4,2019-05-07T05:28:49.000Z
QEWIN,115.14,2019-05-07T00:15:46.000Z,,KI7S1,LWJZW,CA,LR 2662,0HKZ3,2019-05-07T04:47:00.000Z
KAFKL,29.64,2019-05-07T01:51:10.000Z,2019-05-07T02:11:02.000Z,LOWL6,DVVFS,MO,3928 AC,0OENH,2019-05-07T03:15:48.000Z
6VMYS,7.08,2019-05-07T01:56:34.000Z,2019-05-07T07:19:49.000Z,2KSQI,UY5CP,CA,WJY 211,631TS,2019-05-07T12:38:40.000Z
CLZQ6,25.99,2019-05-07T02:26:38.000Z,,74R8C,CNPV2,CA,HPJ-212,TG6R5,2019-05-07T07:50:38.000Z
AFFGR,47.35,2019-05-07T06:24:49.000Z,,9LBXW,RL94X,CA,709-MVC,QLAQJ,2019-05-07T11:54:57.000Z
EFBWX,11.97,2019-05-07T07:17:09.000Z,,FCJ0R,TCIB2,CA,6SW F70,74JM7,2019-05-07T15:09:10.000Z
293WN,47.97,2019-05-07T10:11:55.000Z,,7ZIOJ,9RV8N,CA,1S 3655Z,2IMPZ,2019-05-07T20:21:33.000Z
J6K7A,73.62,2019-05-07T16:45:29.000Z,2019-05-07T22:19:39.000Z,W0EUV,WEHL2,CA,6IJ0673,0PHNB,2019-05-08T00:49:49.000Z
UW46M,19.5,2019-05-07T19:25:58.000Z,,0IJE5,DTFF0,MN,I38 4AX,AZUGT,2019-05-08T01:57:41.000Z
XDVSH,10.6,2019-05-07T20:03:00.000Z,2019-05-07T23:51:37.000Z,Z9GSY,9CS1N,CA,KTI-6880,KPWY0,2019-05-08T00:05:02.000Z
VH9B5,55.16,2019-05-07T21:28:31.000Z,,HXKUN,KY1VR,CA,946-HJN,75EWH,2019-05-08T05:09:40.000Z
4CG82,101.6,2019-05-08T00:46:23.000Z,2019-05-08T03:20:52.000Z,HW4LH,CNPV2,CA,OQY7361,TG6R5,2019-05-08T04:35:43.000Z
GM2HG,51.24,2019-05-08T03:44:03.000Z,2019-05-08T05:51:03.000Z,GZ9ZP,V3QGW,CA,FH1 2128,ZV68L,2019-05-08T11:01:33.000Z
2Y5Q5,63.79,2019-05-08T03:44:29.000Z,,WD0BW,8NXJS,CA,450-BCJ,LJ7HH,2019-05-08T07:59:20.000Z
5YDCY,303.17,2019-05-08T05:21:07.000Z,2019-05-08T10:27:04.000Z,CLN6W,YZNCV,AL,7D 9E5URR,YEG9C,2019-05-08T16:18:50.000Z
1WMGD,12.72,2019-05-08T05:59:43.000Z,2019-05-08T09:37:01.000Z,KH3BK,KY1VR,NJ,SCK 313,75EWH,2019-05-08T12:26:11.000Z
K01WP,151.69,2019-05-08T07:01:30.000Z,2019-05-08T07:18:23.000Z,KTHFX,ZSF25,CO,320 1AD,XGK64,2019-05-08T12:08:37.000Z
4E79Y,297.26,2019-05-08T07:22:48.000Z,2019-05-08T10:09:00.000Z,74XYN,U5POR,MO,2KA3289,UWZ2B,2019-05-08T10:55:16.000Z
4NIG2,18.72,2019-05-08T08:26:49.000Z,2019-05-08T13:48:18.000Z,9SML8,41FOW,CA,X16-GDO,S37JP,2019-05-08T18:32:24.000Z
JACWW,159.04,2019-05-08T10:40:35.000Z,,LI1MW,2KFTE,CA,5X 0054L,FK2B5,2019-05-08T18:31:40.000Z
PCB1N,9.44,2019-05-08T11:09:05.000Z,,G55Z4,R5Z9M,CA,5-81377,3HM75,2019-05-08T17:30:52.000Z
GG97J,50.07,2019-05-08T11:44:12.000Z,2019-05-08T17:10:42.000Z,NNN0B,PSRCH,CA,3-8538T,LQNUN,2019-05-08T20:48:16.000Z
PT5QK,144.36,2019-05-08T12:14:54.000Z,,GPVQK,HR35R,CA,41S•825,0K71G,2019-05-08T16:33:48.000Z
S2FI3,25.55,2019-05-08T14:04:26.000Z,2019-05-08T16:46:17.000Z,FGXTB,1SXKW,CA,848 9553,792C7,2019-05-08T21:20:03.000Z
GVR9Z,13.4,2019-05-08T14:15:54.000Z,2019-05-08T15:54:13.000Z,8R8K5,KIGAN,CA,70H 951,VCL23,2019-05-08T20:49:06.000Z
57XU5,107.64,2019-05-08T19:55:26.000Z,,KUWJ4,ZTMRS,IA,114 YNX,7NOQY,2019-05-09T05:08:41.000Z
0PTEY,114.3,2019-05-08T20:22:18.000Z,,GMDWV,PR0B4,CA,6BI 786,M8P84,2019-05-09T04:02:49.000Z
LRC7S,9.63,2019-05-08T22:11:01.000Z,2019-05-09T03:06:06.000Z,JN0LG,J0O6A,CA,693 JMG,E2F4D,2019-05-09T06:43:33.000Z
M3SNL,19.71,2019-05-08T23:27:55.000Z,,C9KK8,JCSN0,CA,YQG-477,PXQ0C,2019-05-09T04:24:10.000Z
N4ZLJ,21.18,2019-05-09T04:21:49.000Z,,I97IK,BQV8F,ID,2-0786Z,UO5H8,2019-05-09T06:13:19.000Z
Y2AA6,84.54,2019-05-09T06:55:19.000Z,2019-05-09T09:12:55.000Z,KQ0WJ,I3NZB,NH,2I984,XSFYQ,2019-05-09T11:50:22.000Z
C3U9G,31.71,2019-05-09T07:47:11.000Z,2019-05-09T09:03:51.000Z,Y9SFQ,BSWQN,CA,YLG 450,GBNTS,2019-05-09T14:39:29.000Z
PGBXB,28.1,2019-05-09T08:24:35.000Z,,O2UCQ,PLJ5Q,NY,8E R2626,3T1TP,2019-05-09T18:10:02.000Z
506JU,20.05,2019-05-09T09:09:19.000Z,2019-05-09T12:08:31.000Z,18P8F,N5LM5,CA,344 UVJ,DSKWY,2019-05-09T13:36:34.000Z
8ZOKY,49.62,2019-05-09T12:00:23.000Z,,4L1F3,4L1F3,CA,ND 0026,JESAR,2019-05-09T12:50:59.000Z
N0TTQ,143.93,2019-05-09T14:05:44.000Z,,JAFVW,U1G0V,IN,1DY 938,FCOVT,2019-05-09T21:53:47.000Z
6YS9D,43.16,2019-05-09T17:04:46.000Z,2019-05-09T20:04:15.000Z,47WIZ,BQV8F,CA,I76-HST,UO5H8,2019-05-10T01:48:23.000Z
EWS48,37.89,2019-05-09T17:13:04.000Z,,BD8T1,1TMXQ,CA,7JL37,49TNX,2019-05-09T21:03:34.000Z
XU180,32.5,2019-05-09T17:51:43.000Z,,FOAYZ,T6YDW,CA,9VR7449,NBO2D,2019-05-10T00:27:33.000Z
BQ7B2,54.6,2019-05-09T20:59:49.000Z,2019-05-10T01:13:07.000Z,0RD22,ZICPK,CA,5DQ 947,AV8VG,2019-05-10T05:58:44.000Z
1T2V1,84.2,2019-05-09T21:32:58.000Z,,JAJ85,1UJX9,CA,7XB38,SG708,2019-05-10T03:15:05.000Z
9OR5S,16.45,2019-05-09T22:24:57.000Z,2019-05-09T22:51:57.000Z,6YGC3,FGYNW,RI,810 PI8,7ASSJ,2019-05-10T04:30:26.000Z
CLCJ5,6.68,2019-05-09T23:24:54.000Z,,SBZIV,HDSGS,LA,5706,74JM7,2019-05-10T03:57:39.000Z
9PL1E,37.36,2019-05-10T00:26:03.000Z,2019-05-10T01:52:35.000Z,QBYZ1,B1OU4,LA,144 7878,WJ3DD,2019-05-10T07:00:21.000Z
S1IZT,36.08,2019-05-10T03:09:12.000Z,,GYNJS,NQ93S,CA,IJC-634,XV82A,2019-05-10T06:47:20.000Z
T4Z86,2.97,2019-05-10T03:37:03.000Z,2019-05-10T06:53:17.000Z,UUIQV,JWUY2,NM,MVJ7555,B6UIN,2019-05-10T11:53:08.000Z
0EIX1,30.64,2019-05-10T05:53:55.000Z,,1WNVW,49949,CA,075-AIY,CTAQ0,2019-05-10T15:24:50.000Z
YOVL7,4.9,2019-05-10T07:00:56.000Z,,G9CAS,R47CP,VA,DWO 559,UU677,2019-05-10T18:02:42.000Z
8E8AA,45.72,2019-05-10T07:13:23.000Z,2019-05-10T11:36:21.000Z,JRV1K,F3VXL,CA,009 4KF,0BJDN,2019-05-10T13:02:51.000Z
N61F6,49.28,2019-05-10T07:18:05.000Z,,Q3CNR,T49S9,CA,2O J5030,7O7TI,2019-05-10T12:37:02.000Z
OIYZM,8.01,2019-05-10T08:09:17.000Z,2019-05-10T10:44:23.000Z,UU86C,XRCX9,MT,3B GI001,16G9G,2019-05-10T10:59:18.000Z
L830D,28.77,2019-05-10T08:14:30.000Z,2019-05-10T10:45:23.000Z,VT1F1,O8RUE,CA,WAX4827,N5V0S,2019-05-10T15:45:13.000Z
M17S6,60.57,2019-05-10T10:30:32.000Z,,RNZHO,2AHQ9,CA,X91 9NM,4AOVR,2019-05-10T17:23:59.000Z
JP814,20.16,2019-05-10T14:15:53.000Z,2019-05-10T15:51:04.000Z,IIN44,HW29B,CA,5MD 042,1U31K,2019-05-10T20:40:05.000Z
X3G5K,17.0,2019-05-10T15:37:14.000Z,,4CD2W,MW64Q,CA,881 KYX,GVGHO,2019-05-10T22:53:30.000Z
PDSMF,73.14,2019-05-10T16:24:35.000Z,,0Z8N4,04H5M,CA,MZH 832,H6IY1,2019-05-10T23:23:17.000Z
YEZB0,7.53,2019-05-10T21:23:24.000Z,,TWW9T,ECOXA,CA,0V EI053,3II5S,2019-05-11T01:12:46.000Z
APEWB,186.24,2019-05-11T00:29:10.000Z,,BKP2E,5IIYT,CA,1299 HR,E5SJO,2019-05-11T06:06:05.000Z
EZGCK,25.82,2019-05-11T01:09:15.000Z,,DJ9Q8,6Y9PG,CA,JBB 556,TXYM4,2019-05-11T12:14:21.000Z
29TB9,163.75,2019-05-11T01:16:49.000Z,2019-05-11T06:07:40.000Z,7NJXQ,KRLJ1,VT,980 FH5,NVNEA,2019-05-11T10:17:48.000Z
85E8W,15.18,2019-05-11T08:04:05.000Z,,VI0E0,BQHN5,CA,41-HD22,HWXUV,2019-05-11T15:21:49.000Z
OLTFX,77.44,2019-05-11T12:00:59.000Z,,LQIRO,RBHAX,CA,NLL 797,ZDSRP,2019-05-11T18:54:00.000Z
YBSZH,43.3,2019-05-11T13:26:49.000Z,2019-05-11T15:21:38.000Z,LHUHG,MK7BI,CA,8RR O06,2AKCB,2019-05-11T20:30:03.000Z
JBIAS,19.12,2019-05-11T13:35:34.000Z,2019-05-11T18:08:38.000Z,PGK5E,7WK8W,DE,85WH908,4FJF2,2019-05-11T20:04:30.000Z
8LA7O,37.02,2019-05-11T13:37:54.000Z,2019-05-11T14:32:33.000Z,PP5ZL,U6JMO,CA,986 MVO,SG708,2019-05-11T16:08:32.000Z
ZC4VL,221.28,2019-05-11T18:20:46.000Z,2019-05-11T20:14:47.000Z,FXHZS,R47CP,CA,833 XHW,UU677,2019-05-11T21:05:00.000Z
MHUG9,150.3,2019-05-11T19:41:20.000Z,,NO3EQ,KY1VR,OR,TKK2166,75EWH,2019-05-12T02:32:42.000Z
E794L,69.29,2019-05-11T23:39:13.000Z,,KYBF4,9CS1N,AK,PI 0770,KPWY0,2019-05-12T05:52:36.000Z
