state,license_plate,year,model,make,color
CA,QZK-2742,,Flex,Ford,Green
CA,QZS 008,,Yukon,GMC,Lime
CA,R15-SYD,,Tundra,Toyota,Blue
CA,R17-AYD,2008,,Toyota,Green
CA,R21 8LW,,,Saab,White
CA,R24 9NJ,,Colorado,Chevrolet,Olive
CA,R40-28I,,F-350 Super Duty,Ford,Teal
CA,R45 7MT,,,Kia,Silver
CA,R76 4VT,2011,,BMW,Silver
CA,R79 9ZV,2012,,Audi,Blue
CA,R86-AID,,Dakota,Ram,Navy
CA,RBA-2488,,Explorer,Ford,Fuchsia
CA,RBY 452,2006,,Saturn,Green
CA,RCV-606,,,Volkswagen,Silver
CA,RDJ-112,2007,Crown Victoria,Ford,Olive
CA,REF S92,,Silverado 3500HD,Chevrolet,Fuchsia
CA,REM 871,1995,,GMC,White
CA,RGG 381,2010,,Mitsubishi,Silver
CA,RIC-459,2005,Spectra,Kia,Gray
CA,RJI-133,,Prius,Toyota,Fuchsia
CA,RKW 153,2010,Outlander,Mitsubishi,Aqua
CA,RKY 243,2007,Crown Victoria,Ford,White
CA,RLB-7930,2008,,Ford,Green
CA,RML 932,2007,,Ford,Yellow
CA,RML2445,2007,,Chevrolet,Blue
CA,RMP4559,2008,,Chevrolet,Maroon
CA,RMX 418,2012,Tribeca,Subaru,Yellow
CA,RP 1433,,Civic,Honda,Teal
CA,RPH 247,,Grand Vitara,Suzuki,Maroon
CA,RQB-4163,,,Ford,Blue
CA,RRL0292,2006,F-250 Super Duty,Ford,Blue
CA,RT-0855,2002,Town and Country,Chrysler,White
CA,RTH-410,1996,Monte Carlo,Chevrolet,Fuchsia
CA,RTU 333,2008,F-350 Super Duty,Ford,Aqua
CA,RTU-4889,,Titan,Nissan,Teal
CA,RV 04887,,,Ford,Gray
CA,RWL1168,2008,SX4,Suzuki,Silver
CA,RXQ9131,,,Ford,Olive
CA,RXU 844,2008,,Infiniti,White
CA,RXU7276,2012,Versa,Nissan,Lime
CA,RXV 820,2009,,Honda,Black
CA,RYI 697,2012,,Ford,Lime
CA,S00 4QB,2011,Dakota,Ram,Navy
CA,S19 9GI,,,Ford,Aqua
CA,S27 5GU,,,Porsche,Silver
CA,S29 7GC,2010,Frontier,Nissan,Fuchsia
CA,S79 3IS,,Avalanche,Chevrolet,Blue
CA,S90 0EX,2012,Colorado,Chevrolet,Blue
CA,S97 9VY,,,Toyota,Maroon
CA,SAE-546,,Routan,Volkswagen,Black
CA,SCB 895,2008,Enclave,Buick,Teal
CA,SD-5556,,Accord,Honda,Green
CA,SDI 262,,,Chevrolet,Navy
CA,SEQ 952,2008,Mariner,Mercury,Purple
CA,SFT1287,,,Jeep,Navy
CA,SIY 045,,,GMC,Teal
CA,SJU-846,,Silverado 2500HD,Chevrolet,Green
CA,SJY 895,2007,XL-7,Suzuki,Blue
CA,SKJ9447,2012,911,Porsche,Black
CA,SKR 552,,,Suzuki,Maroon
CA,SKR-3189,,Yaris,Toyota,Blue
CA,SKT-1180,,TSX,Acura,Silver
CA,SL8 3403,2007,,Hyundai,Lime
CA,SLC-8739,2001,,Chevrolet,Yellow
CA,SMB-133,,CTS Coupe,Cadillac,White
CA,SMM2104,2007,9-3,Saab,Green
CA,SMV 6677,2012,,Nissan,Purple
CA,SQ 8497,2009,Impreza,Subaru,Teal
CA,SQ-1313,,Silverado 1500,Chevrolet,Teal
CA,SR3 1476,,911,Porsche,Navy
CA,SRN 689,2012,Maxima,Nissan,Black
CA,SRX 486,2008,CLK-Class,Mercedes-Benz,Gray
CA,SS 33593,,Cobalt,Chevrolet,Teal
CA,SS1 8825,2006,,Suzuki,Black
CA,SSG-423,,,GMC,Blue
CA,SSQ 327,2008,,Chevrolet,Lime
CA,SSU 0613,2009,,Lexus,Fuchsia
CA,STR Z47,,Grand Vitara,Suzuki,Blue
CA,SW5 2841,,Spectra,Kia,Maroon
CA,SWT H26,2006,Accord,Honda,Green
CA,SXU E59,2009,Optima,Kia,Black
CA,SXY5693,,Optima,Kia,White
CA,SYY-859,1999,F-150,Ford,Purple
CA,SZE 296,2011,,Ford,Lime
CA,SZS-338,,Aventador,Lamborghini,Olive
CA,SZY-1240,2007,,Chevrolet,Fuchsia
CA,T 012397,,,Chevrolet,Lime
CA,T14 3PP,,Colorado,Chevrolet,Green
CA,T33 6HM,2011,3 Series,BMW,Teal
CA,T60 5DQ,2006,XL7,Suzuki,Navy
CA,T70-WVW,2008,Titan,Nissan,White
CA,T81 2BH,2003,,GMC,Yellow
CA,TAJ-309,,RX-8,Mazda,Navy
CA,TB-1593,2013,ATS,Cadillac,Teal
CA,TBP 025,,,Land Rover,Aqua
CA,TBT 697,2008,Titan,Nissan,Lime
CA,TC-4703,,,Ford,Lime
CA,TC4 8391,2010,Sierra 3500HD,GMC,Green
CA,TCG-1439,,,Kia,Black
CA,TEC6839,,Routan,Volkswagen,Green
CA,TGB 750,1998,,Dodge,Blue
CA,THE-166,,,GMC,Fuchsia
CA,TIL 674,2011,Camry,Toyota,Maroon
CA,TJX 827,2008,,Toyota,Olive
CA,TK-5360,2008,F-450 Super Duty,Ford,Silver
CA,TK1 J2M,2010,Passat,Volkswagen,Black
CA,TL2 2067,2009,,Honda,Gray
CA,TLV-830,,Accord,Honda,Gray
CA,TM 58291,,Ranger,Ford,Lime
CA,TNN 030,2007,Freestar,Ford,Navy
CA,TPI-624,2009,,Chevrolet,Lime
CA,TPO8181,,,GMC,Blue
CA,TQI X84,,,Audi,Aqua
CA,TR 0043,,Routan,Volkswagen,Silver
CA,TSJ 031,,,Volkswagen,Green
CA,TUI-893,2008,,Ford,Black
CA,TUV 896,2011,,Ram,Green
CA,TUX 260,,,Buick,Blue
CA,TYL-059,2011,TSX,Acura,Silver
CA,TYX-247,2011,X5,BMW,White
CA,TZK-271,,,Chevrolet,Gray
CA,U03-58U,,Jetta,Volkswagen,Navy
CA,U14 8JH,,Tacoma,Toyota,Blue
CA,U17-ECQ,2008,F-350 Super Duty,Ford,Purple
CA,U23-84S,2008,,Ford,Purple
CA,U60 6XL,,Accord,Honda,Yellow
CA,U63-XIZ,,3 Series,BMW,Black
CA,U74-13F,,Explorer,Ford,Black
CA,U85 9KK,2003,,GMC,Blue
CA,U92 6VV,2011,,Honda,Aqua
CA,UAB 193,,C30 1 ton P/U 2WD,Chevrolet,Olive
CA,UB-8959,2006,XL7,Suzuki,Purple
CA,UCZ-293,2009,,Toyota,Teal
CA,UEH 052,2011,,Mercury,Yellow
CA,UFM-737,,,Ford,Teal
CA,UFO 667,2007,9-3,Saab,Aqua
CA,UH5 X3D,,Accord,Honda,Blue
CA,UHN 998,2011,,Toyota,Navy
CA,UHU7242,,7 Series,BMW,Fuchsia
CA,UJK 889,2011,,Lotus,Maroon
CA,UJX 321,,,Chevrolet,Fuchsia
CA,UKN 874,2008,,Audi,Green
CA,UM4 P6Q,,Rabbit,Volkswagen,Teal
CA,UNE-7960,2001,,Dodge,Silver
CA,UO-8497,,,Ford,Maroon
CA,UOJ Z49,,X5,BMW,Yellow
CA,UOS 622,,,Toyota,Olive
CA,UQ1 O5Q,2012,,BMW,Lime
CA,UQG-4482,2006,,Saturn,Black
CA,UQO 739,2006,S4,Audi,Blue
CA,URU 163,,Golf,Volkswagen,Yellow
CA,USE 872,,Impreza,Subaru,Aqua
CA,USF 4104,,CR-V,Honda,Navy
CA,UVX 253,,,Jeep,Teal
CA,UZT 305,,,Acura,Teal
CA,V02-KHW,,3 Series,BMW,Fuchsia
CA,V05-RGE,2012,Escalade,Cadillac,Gray
CA,V18 3QR,,Dakota,Dodge,Blue
CA,V23-21Z,2009,,Subaru,Yellow
CA,V55 2YY,,,GMC,Maroon
CA,V57 7NL,,CTS Coupe,Cadillac,Navy
CA,V64-XMU,2008,A4,Audi,Yellow
CA,V83-FJP,,,Acura,Blue
CA,V99 5RF,1996,,Oldsmobile,Purple
CA,VAY4542,2008,Grand Caravan,Dodge,Aqua
CA,VBE-845,2011,TSX,Acura,White
CA,VCW 484,,Express Cargo,Chevrolet,Green
CA,VDG A85,1986,,Buick,Olive
CA,VEI-3682,,Impreza,Subaru,Navy
CA,VES 431,,EX35,Infiniti,Lime
CA,VET-0519,,,Toyota,Maroon
CA,VEY 224,2012,Regal,Buick,Lime
CA,VFH 860,,,Chevrolet,Fuchsia
CA,VFV1056,2007,Charger,Dodge,Fuchsia
CA,VGU-4575,,,Mazda,Aqua
CA,VI 52909,2007,Outback,Subaru,Silver
CA,VIW Z05,2009,Element,Honda,Aqua
CA,VK 11228,,Silverado 1500,Chevrolet,White
CA,VKW-879,2012,,BMW,Black
CA,VMX 226,,,Subaru,Navy
CA,VNJ9579,,Titan,Nissan,Maroon
CA,VO4 6173,2012,F-150,Ford,Silver
CA,VRN 6924,,Routan,Volkswagen,White
CA,VRP-722,2011,,Chevrolet,Maroon
CA,VRU X48,2008,SX4,Suzuki,Silver
CA,VRU-937,,S4,Audi,Olive
CA,VSK 628,2012,A6,Audi,Navy
CA,VTL-637,,,Kia,Green
CA,VU 4722,,EX35,Infiniti,Fuchsia
CA,VV3 5957,2013,,Cadillac,White
CA,VZ 1046,2006,Corolla,Toyota,Black
CA,W 117471,,Cruze,Chevrolet,Gray
CA,W 912330,,,Chevrolet,Navy
CA,W29 0WR,2010,,Nissan,Blue
CA,W35 2AX,,,Audi,Navy
CA,W42-LIM,,GS 350,Lexus,Maroon
CA,W47-LPS,1999,,Ford,Olive
CA,W96 8VB,,Jetta,Volkswagen,Maroon
CA,WA 65445,,911,Porsche,Gray
CA,WAJ-9029,2006,,Chevrolet,Gray
CA,WAU-245,2007,RX 350,Lexus,Navy
CA,WAX4827,2007,,Nissan,Fuchsia
CA,WCI1647,2010,Accord,Honda,Purple
CA,WCJ-2448,,Silverado 3500 Classic,Chevrolet,Maroon
CA,WDY-909,,,Chevrolet,Olive
CA,WEU-6337,,XL-7,Suzuki,Green
CA,WG2 U2N,,,Chevrolet,Aqua
CA,WGL-4622,2007,,GMC,Teal
CA,WGM 102,,Tundra,Toyota,Fuchsia
CA,WGP-552,2006,S4,Audi,Black
CA,WGW-9052,,MX-5 Miata,Mazda,Silver
CA,WGY 080,,Kizashi,Suzuki,Olive
CA,WIA2681,2012,,Porsche,Green
CA,WIR 715,,Highlander,Toyota,Purple
CA,WIV7641,2008,,Mercedes-Benz,Purple
CA,WIW 770,,,GMC,Maroon
CA,WJY 211,,,Honda,Aqua
CA,WKV 970,,,Kia,Black
CA,WL2 N9T,,3 Series,BMW,Maroon
CA,WNI-212,2011,Mariner Hybrid,Mercury,Olive
CA,WP9 1350,,Crown Victoria,Ford,Olive
CA,WQC-880,2008,F-150,Ford,Black
CA,WQZ 444,2007,Civic,Honda,Black
CA,WS-5497,,C30 1 ton P/U 2WD,Chevrolet,Purple
CA,WSB O15,,,Chevrolet,Maroon
CA,WSY-026,2010,599,Ferrari,Maroon
CA,WVP 565,2009,,Chevrolet,Aqua
CA,WW 03938,2008,CLK-Class,Mercedes-Benz,Gray
CA,WXT 756,2010,Tacoma,Toyota,Silver
CA,WYJ U97,,,Toyota,Purple
CA,X 270696,,,Cadillac,Fuchsia
CA,X00-FWY,,Silverado 3500HD,Chevrolet,Yellow
CA,X16-GDO,2006,S4,Audi,Lime
CA,X58 6NY,1998,,Dodge,Maroon
CA,X88 7SH,2010,,Ferrari,Gray
CA,X91 9NM,2011,,Chevrolet,Teal
CA,XBT-037,2012,,Suzuki,Lime
CA,XCF2181,,Charger,Dodge,Olive
CA,XCS 175,1990,300-Class,Mercedes-Benz,Fuchsia
CA,XCZ-3416,2007,RX 350,Lexus,Fuchsia
CA,XE 6490,,Sierra 3500HD,GMC,Navy
CA,XEC-7748,,Kizashi,Suzuki,Fuchsia
CA,XG4 0257,,,Toyota,Yellow
CA,XGK 962,2008,EX35,Infiniti,Blue
CA,XGM Y27,2009,Colorado,Chevrolet,Gray
CA,XGN 631,2007,Civic,Honda,Gray
CA,XHI 752,,,Honda,Blue
CA,XIA-9102,,Envoy XL,GMC,Teal
CA,XIX 284,,XL-7,Suzuki,Olive
CA,XK 7710,,Commander,Jeep,Yellow
CA,XMT 722,2012,,Nissan,Aqua
CA,XNE-4744,,,Ford,Fuchsia
CA,XNS 709,2007,,Toyota,Aqua
CA,XNX 678,2006,,Ford,Teal
CA,XO-3504,,,Toyota,Maroon
CA,XOD5262,2008,,BMW,Olive
CA,XOY 570,2008,,Nissan,Olive
CA,XPP-306,1998,Ram Pickup 2500,Dodge,Fuchsia
CA,XQS 785,2011,Sequoia,Toyota,Maroon
CA,XRI-0191,2005,,Kia,Silver
CA,XSC-517,,XL-7,Suzuki,Teal
CA,XU-9631,2009,MAZDA6,Mazda,Lime
CA,XV 9669,,Titan,Nissan,Black
CA,XYK 7373,2007,Colorado,Chevrolet,Aqua
CA,XYQ X65,2009,,Chevrolet,Fuchsia
CA,XZM1396,2013,Sorento,Kia,Aqua
CA,Y 149551,,,Ford,Green
CA,Y 971357,,Tundra,Toyota,Blue
CA,Y07 5JS,,,GMC,Lime
CA,Y11-ZPE,2011,,Mazda,Black
CA,Y15-UBJ,2008,Silverado 1500,Chevrolet,Black
CA,Y36-KHE,2010,Passat,Volkswagen,Yellow
CA,Y71 1YE,,,Volkswagen,Olive
CA,Y97-39E,2012,,Lamborghini,Maroon
CA,YAC-598,,XL-7,Suzuki,White
CA,YAE-5535,,Mariner Hybrid,Mercury,Lime
CA,YD4 4405,,,Toyota,Olive
CA,YDK-248,2012,,Cadillac,Lime
CA,YE 83365,,CLK-Class,Mercedes-Benz,White
CA,YFJ-824,,Spectra,Kia,Blue
CA,YHK 873,,Rabbit,Volkswagen,Blue
CA,YHK-2722,2007,F-150,Ford,Yellow
CA,YJJ9958,2008,,Ford,Blue
CA,YJT8957,2010,,Honda,Aqua
CA,YJU-8284,,,Toyota,Black
CA,YL 19518,,MX-5 Miata,Mazda,Purple
CA,YLC7492,2012,Silverado 2500HD,Chevrolet,Blue
CA,YLD-3827,,Silverado 3500HD,Chevrolet,Navy
CA,YLG 450,2010,Tundra,Toyota,Gray
CA,YMM 996,,Regal,Buick,Aqua
CA,YNU 632,2006,Five Hundred,Ford,Fuchsia
CA,YQ 8457,,,Chevrolet,Navy
CA,YQG-477,,Insight,Honda,Purple
CA,YQK-795,,,Ford,Maroon
CA,YQL-1988,,3 Series,BMW,Olive
CA,YQX-493,,,Saturn,Teal
CA,YS5 R9B,,Tribeca,Subaru,Navy
CA,YTR-066,,,Volkswagen,Lime
CA,YVB-623,,Outlander,Mitsubishi,Purple
CA,YXQ-407,2012,Savana Cargo,GMC,Purple
CA,YYI 040,2008,,Infiniti,Yellow
CA,YZA 977,2007,,GMC,Teal
CA,YZB0429,2006,Silverado 2500HD,Chevrolet,Silver
CA,Z02 7YT,2007,Focus,Ford,Silver
CA,Z07-EBK,2009,F-250 Super Duty,Ford,Yellow
CA,Z55 9OY,2012,,Cadillac,Lime
CA,Z70-MSK,2007,Crown Victoria,Ford,Silver
CA,Z71 3ZD,,,Nissan,Green
CA,Z76 8TG,2009,4Runner,Toyota,White
CA,Z78-79O,,,Volkswagen,Teal
CA,Z81-PBH,2006,Envoy XL,GMC,Navy
CA,Z87 6WV,,,Mitsubishi,Fuchsia
CA,Z87-03Q,2009,,Land Rover,Yellow
CA,ZAC 576,,Terrain,GMC,Teal
CA,ZAC-567,,4Runner,Toyota,Teal
CA,ZB1 O7X,2009,,Toyota,Yellow
CA,ZBC 085,2009,MAZDA6,Mazda,Yellow
CA,ZBL 231,,,GMC,Olive
CA,ZBL 368,2008,Ridgeline,Honda,Silver
CA,ZCW-8183,,,Nissan,Teal
CA,ZDR 878,,ILX,Acura,Blue
CA,ZDZ 939,2007,,Toyota,Aqua
CA,ZED 631,,,BMW,Teal
CA,ZEO 770,2011,Silverado 1500,Chevrolet,Blue
CA,ZER 323,2012,,Ford,Silver
CA,ZFE 258,,,Cadillac,Olive
CA,ZFR 1591,2012,,Ford,Purple
CA,ZGA 332,,,Oldsmobile,Silver
CA,ZGP 480,2012,Aventador,Lamborghini,Green
CA,ZGV 478,,RAV4,Toyota,Navy
CA,ZHV 678,,,Cadillac,Green
CA,ZIZ-788,,Terrain,GMC,White
CA,ZJJ5087,2007,,Dodge,Silver
CA,ZLL 098,2009,,Chevrolet,Maroon
CA,ZMB 997,2011,,Toyota,Olive
CA,ZMN-947,,Accord,Honda,White
CA,ZNA 012,2006,Insight,Honda,Black
CA,ZNF 926,2007,Silverado 3500 Classic,Chevrolet,Navy
CA,ZOE 438,1995,,GMC,Yellow
CA,ZOO 737,1996,,Oldsmobile,Fuchsia
CA,ZOQ 491,2005,XL-7,Suzuki,Purple
CA,ZPF 059,,,Kia,Navy
CA,ZPV 817,2012,Maxima,Nissan,Gray
CA,ZPY 017,,,Chevrolet,Aqua
CA,ZQB 1596,2009,,Ford,Lime
CA,ZQF 722,,Frontier,Nissan,White
CA,ZQX-516,2010,Tacoma,Toyota,White
CA,ZRI-1713,,Civic,Honda,Black
CA,ZRU 761,,Corolla,Toyota,Teal
CA,ZRW 319,,,GMC,Navy
CA,ZSJ 757,,,Chevrolet,Aqua
CA,ZTG 810,,Sierra 2500,GMC,Blue
CA,ZTH 885,,CTS Coupe,Cadillac,Purple
CA,ZUO 658,2006,,Kia,Fuchsia
CA,ZWW 591,2010,599,Ferrari,Fuchsia
CA,ZXD 5193,,F-150,Ford,White
CA,ZXF-378,,Town and Country,Chrysler,Aqua
CA,ZXG 995,2010,Rio,Kia,White
CA,ZXS 543,2008,Expedition,Ford,Silver
CA,ZYP 914,,,Toyota,Maroon
CA,ZYU 8995,,,Cadillac,Gray
CA,ZZ 61410,2008,,Chevrolet,Lime
CA,ZZC-0136,2012,,Suzuki,Maroon
CA,ZZT 035,2012,,Lamborghini,Yellow
CA,ZZX 888,2012,Colorado,Chevrolet,Aqua
AR,08H 336,,,Chrysler,Aqua
NH,161-KIB,,,Lexus,Aqua
OK,297-435,2011,,Ford,Lime
TX,3047,,Crown Victoria,Ford,Yellow
NM,6BH7082,,Tahoe,Chevrolet,Black
SD,77L•891,2012,Tundra,Toyota,Black
KY,9-A3339,,,Infiniti,Teal
PA,CJK-876,,Ram Pickup 1500,Dodge,Maroon
DC,KMH-6900,,Express,Chevrolet,Olive
MT,KZW 783,2011,Grand Vitara,Suzuki,Purple
MT,O18 3UW,2006,Insight,Honda,Fuchsia
AK,Q 536018,2005,,Chevrolet,White
AK,051-WPV,2012,,Volkswagen,Lime
WA,1WRN470,,Optima,Kia,Black
MA,687-SBG,,,Mercury,Navy
OH,758 KAX,2012,Suburban,Chevrolet,Lime
TN,797 9OR,,Focus,Ford,Olive
WI,811 2006,,Sienna,Toyota,Olive
NH,CAB U67,,Frontier,Nissan,Purple
MA,D 312500,,F-150,Ford,Aqua
WI,NPR-0505,2006,,Ford,Lime
MD,UPP-6553,2010,,Mitsubishi,Olive
MT,YPH 723,,ATS,Cadillac,Black
NM,ZN-2337,,Outlander,Mitsubishi,Teal
AK,2-1733F,1996,Monte Carlo,Chevrolet,Gray
AK,408A1,,Entourage,Hyundai,Navy
OK,5079 YG,2007,,Lexus,Gray
WV,781-XGOJ,,DTS,Cadillac,Silver
NC,844-124,,M6,BMW,Navy
CA,FKD-175,,,Toyota,Navy
IL,LJV-2320,2007,tC,Scion,Yellow
CT,NQB-511,2011,,BMW,Navy
WA,QY2 P1E,,Commander,Jeep,Fuchsia
VT,T34 2NC,2010,,Lexus,Yellow
AL,2MR 562,,Tundra,Toyota,Purple
VT,355 YB9,,Enclave,Buick,Teal
MO,429QSS,,Optima,Kia,Teal
IN,71SI3,2008,Mariner,Mercury,Purple
LA,770IC,2009,GS 350,Lexus,Navy
MA,799 8QG,,Caravan,Dodge,Purple
WY,C54-95G,,,Ram,Fuchsia
ID,IG 01389,2011,,Toyota,Aqua
MO,L45 9FL,,F-250 Super Duty,Ford,Fuchsia
KY,TDW-024,,Frontier,Nissan,Maroon
MA,038-YLW,2012,,Ford,Black
VT,1R771,,,Ford,Lime
ND,448-ERR,,,Dodge,Olive
OH,4Y K6242,,F-250 Super Duty,Ford,Blue
AL,7D 9E5URR,2011,Camry,Toyota,Maroon
TN,89O M17,2008,,Chevrolet,Silver
OR,99-5001K,2010,Explorer,Ford,White
SC,KYM 374,,,Toyota,Aqua
MT,LJH 181,,,Ford,Green
WI,NIH8470,,,GMC,Purple
VA,VYR 994,2009,,Chevrolet,White
ND,WXT4879,,Accord,Honda,Olive
TX,056NZF,,,Kia,Aqua
NM,2HM4497,,,Dodge,Purple
OK,3R YF054,,,Mitsubishi,Gray
MS,924 ACK,2008,,Mercury,Teal
KS,CVA2804,,LS 460,Lexus,Lime
NY,FEW-387,1999,Caravan,Dodge,Silver
SD,QXL1088,,Entourage,Hyundai,Navy
NC,ZDM0482,2008,,Ford,Green
MD,2NQ X13,2008,CLK-Class,Mercedes-Benz,Green
SC,3AL A51,2004,,Chevrolet,Olive
WV,4DI 835,2011,,Cadillac,Fuchsia
TX,7K 7716U,2007,,Saab,Fuchsia
CT,FRU-8794,2006,Relay,Saturn,Fuchsia
AL,NRR-532,2006,,Land Rover,White
AZ,SAR 609,2007,,Chevrolet,Maroon
MI,VZU-5120,2006,,Toyota,Lime
OR,ZZ 19195,2007,,Ford,Olive
MN,06L 279,,,Audi,Black
CT,072 OXP,,,Ford,Aqua
NM,5Z 4556U,2000,,Ford,Teal
MI,729 AN5,2011,,Toyota,Maroon
OR,894 LFX,,Flex,Ford,Aqua
MD,CUC 859,,Ram Pickup 2500,Dodge,Yellow
GA,HGZ P65,2007,Silverado 3500 Classic,Chevrolet,Green
MS,M 754388,2005,,Kia,Blue
ID,QDG-916,2011,,Toyota,Teal
CO,050 CS5,,Murano,Nissan,Blue
CO,2D GH051,,,Dodge,Fuchsia
CO,3-35666B,,Colorado,Chevrolet,Silver
CO,398-MCI,,,Ford,Lime
CO,5UB9036,,,Chevrolet,Lime
CO,62-ZS70,2006,,Nissan,Maroon
CO,CEP-7400,,,GMC,White
CO,R61 2HT,2008,,Audi,Teal
CO,S93-22F,,,Ford,Aqua
CO,UJ4 8575,2008,,Ford,Teal
CO,YUN 657,2007,Entourage,Hyundai,Fuchsia
CO,ZCN 926,,,Hyundai,Aqua
CO,0F497,2008,S4,Audi,Fuchsia
MD,204O2,,,GMC,Yellow
OH,277Z2,,,Toyota,Blue
WY,33BR136,,Equator,Suzuki,Yellow
CT,4-J7171,,Explorer,Ford,Navy
ND,582FHH,2009,,Nissan,Lime
NV,922 XER,,Civic,Honda,Black
OK,9HI20,2010,Explorer,Ford,Gray
AZ,9OT 836,1996,,Oldsmobile,Yellow
TN,JVI 461,1986,Lesabre,Buick,White
NY,LEX 809,,,Hyundai,Olive
AZ,NZY7920,,Ram Pickup 1500,Dodge,Navy
IL,WOS2823,2010,Terrain,GMC,Lime
NH,0GK 096,,Evora,Lotus,Silver
CT,419-940,2007,,Scion,Silver
NY,423489,,,Chevrolet,Aqua
NH,4477 JZ,2009,Silverado 2500HD,Chevrolet,Green
IA,790 DRB,,Accord,Honda,Yellow
DC,89CK5,2012,Sedona,Kia,Lime
KY,GHH4362,2008,,Chevrolet,Maroon
CA,GNP 261,2008,,Toyota,Teal
AL,HVC 638,1970,C30 1 ton P/U 2WD,Chevrolet,Green
TX,JWE 366,,,Toyota,Gray
SD,YF8 V9E,2009,F-150,Ford,Purple
IN,1JR0799,2012,,Chevrolet,Olive
AL,8YB K80,,,Volkswagen,Yellow
KS,KZG 263,,,Ford,Yellow
MT,OO6 Z3E,,,Chevrolet,Aqua
KS,U89 2ZH,,Econoline Wagon,Ford,Yellow
OK,Y15-LWZ,,,Ford,Navy
MN,136 7866,,,Nissan,White
NM,27-0530L,,Dakota,Dodge,Fuchsia
MN,5O 2907L,2012,,Cadillac,Purple
IL,647 HYF,2012,,Ford,Green
IA,7Y283,2010,,Nissan,Black
NM,96-XP91,2010,Passat,Volkswagen,Blue
KY,AZP7559,2006,,GMC,Navy
NE,DCW-9582,2012,,Toyota,Teal
CA,FXJ-247,,,Ford,Navy
IL,HXU 469,2012,,Ford,Silver
IN,JBO2362,,,Dodge,Maroon
VT,M39-51L,2011,Flex,Ford,Silver
CT,MR7 1565,,Sierra 2500,GMC,Yellow
HI,NIY 127,2008,,Acura,Olive
IL,ZCB 988,,Sebring,Chrysler,Olive
FL,038DAP,1990,,Mercedes-Benz,Navy
NV,054-CCK,2011,,BMW,Aqua
CA,475-UGQ,2008,7 Series,BMW,Blue
IN,55W 166,2010,Explorer,Ford,Gray
AZ,BGD N83,,TSX,Acura,Fuchsia
HI,EQM-131,2006,,Ford,White
SD,LZE-960,,,Suzuki,Yellow
IA,MA 1991,,,Audi,Fuchsia
ID,Q05 0HC,,,Porsche,Olive
MS,UDQ-7248,,,Toyota,White
DE,206 IKN,2008,Jetta,Volkswagen,Navy
DE,255-BOY,,Mariner Hybrid,Mercury,Purple
DE,291 0297,2000,,GMC,Aqua
DE,547IF,,,Volkswagen,Lime
DE,551-UNHF,2012,Tundra,Toyota,Olive
DE,557 SYB,2005,,Kia,Silver
DE,597-AYR,2006,Envoy XL,GMC,Navy
DE,66-E443,,,Ford,Green
DE,8IC R70,2010,,Chevrolet,Olive
DE,966-OIY,,,Suzuki,Black
DE,IBL-747,2004,Town Car,Lincoln,Purple
DE,JFE-755,2008,,Acura,Olive
CO,13-69639,,,Ford,White
OR,4RD G13,1976,,GMC,Green
HI,6-84339T,2007,,Chevrolet,Navy
MI,783 1678,,,Audi,White
MS,906Q,,,Ford,Lime
NC,CRN-923,2010,,Mitsubishi,Lime
AL,HSU 065,2000,,GMC,Silver
TN,OYB 781,2011,,Honda,Navy
VA,019 9556,2006,Ram Pickup 1500,Dodge,Green
OH,400-EDE,,,Chevrolet,Fuchsia
NM,558 NWC,2009,,Toyota,Teal
ID,5V VO945,,,Honda,Purple
MN,66-XL72,2012,,Kia,Silver
OH,FNU-1358,2008,,Audi,Silver
CT,LXK 575,,,Suzuki,Silver
KS,QIG 319,2012,Soul,Kia,Maroon
IL,SWM 276,1986,,Buick,Silver
SD,XPU 085,2011,,Lotus,Silver
TX,ZWC 833,,Crown Victoria,Ford,Lime
OR,13-26608,,,Honda,Black
IA,1AN 221,,,Toyota,Maroon
KY,2239 MK,,,Honda,White
NH,2F M6166,2007,tC,Scion,Gray
NM,4I 0097S,,1500,Ram,Blue
CA,7-03036Y,2009,,Ford,Blue
CT,76-S249,2006,Insight,Honda,Green
WY,9HK 587,2012,,Cadillac,Green
FL,ANZ-6086,,Tacoma,Toyota,Maroon
NJ,DUJ 018,,,GMC,Green
MS,HT 8006,,,Acura,Olive
HI,MJS 829,2009,Colorado,Chevrolet,Maroon
TX,MWF-7352,,,BMW,Purple
KS,ORP 891,2006,F-250 Super Duty,Ford,Navy
MI,P90 8NS,,MAZDA6,Mazda,Black
RI,SCK-592,2011,,BMW,Lime
MN,VNX 8215,2011,Mariner Hybrid,Mercury,Fuchsia
RI,394 THI,,,Subaru,Blue
ME,464 5JX,,,GMC,Maroon
VA,65-GX25,2008,,Nissan,Olive
LA,71WW2,,,Suzuki,Aqua
WA,875ND,2006,,Toyota,Olive
MD,NTI 736,,Equator,Suzuki,Aqua
KY,RJF-646,2011,Titan,Nissan,Yellow
NJ,SAJ-973,2007,,Volkswagen,Yellow
OR,TKK2166,2006,,Audi,Maroon
AK,YZJ 550,,,Kia,Fuchsia
CT,ZWL 647,,,Ford,Teal
AL,0QC 674,,Colorado,Chevrolet,Navy
WY,1-76708,,3500,Ram,Gray
MI,1888 CN,2011,,GMC,Olive
AZ,3F 20150,,Entourage,Hyundai,Lime
AZ,469 MYJ,,,Ram,Navy
AZ,600F,2011,,Jaguar,Navy
ID,767 BQK,,Forester,Subaru,Teal
